Name,InChlKey,SMILES,Formula,Precursor m/z,MS/MS_m/z,MSMS spectrum,Adduct,CE,Source,NLFentanyl_C9H10NO,ProIonFentanyl_C8H9+,ProIonFentanyl_C13H18N+,MS2 feature
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"71.0487 9.89
84.0803 1.40
105.0694 47.55
134.0959 13.19
146.0960 8.39
150.0708 3.30
160.1115 4.70
182.0970 4.10
186.1271 3.30
188.1428 999.00
222.1279 1.70
248.1438 27.17
299.1909 38.76
369.2325 342.46",71.0487:9.89 84.0803:1.40 105.0694:47.55 134.0959:13.19 146.0960:8.39 150.0708:3.30 160.1115:4.70 182.0970:4.10 186.1271:3.30 188.1428:999.00 222.1279:1.70 248.1438:27.17 299.1909:38.76 369.2325:342.46,[M+H]+,NCE=35% 25eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"71.0487 14.09
84.0803 5.79
105.0694 124.18
134.0960 20.38
146.0960 15.98
150.0709 8.49
160.1116 5.59
164.0863 1.10
182.0972 5.29
186.1272 3.90
188.1428 999.00
248.1439 29.77
299.1909 22.38
369.2325 101.80",71.0487:14.09 84.0803:5.79 105.0694:124.18 134.0960:20.38 146.0960:15.98 150.0709:8.49 160.1116:5.59 164.0863:1.10 182.0972:5.29 186.1272:3.90 188.1428:999.00 248.1439:29.77 299.1909:22.38 369.2325:101.80,[M+H]+,NCE=40% 29eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"71.0487 17.38
79.0538 1.70
84.0803 11.39
91.0537 1.10
103.0538 1.40
105.0694 280.22
112.0551 1.20
117.0693 1.80
120.0803 1.60
132.0803 1.60
134.0960 29.17
146.0960 25.77
150.0709 19.18
160.1117 6.79
164.0864 2.70
182.0972 5.79
186.1273 6.29
188.1428 999.00
248.1438 25.67
299.1910 11.49
369.2326 31.67",71.0487:17.38 79.0538:1.70 84.0803:11.39 91.0537:1.10 103.0538:1.40 105.0694:280.22 112.0551:1.20 117.0693:1.80 120.0803:1.60 132.0803:1.60 134.0960:29.17 146.0960:25.77 150.0709:19.18 160.1117:6.79 164.0864:2.70 182.0972:5.79 186.1273:6.29 188.1428:999.00 248.1438:25.67 299.1910:11.49 369.2326:31.67,[M+H]+,NCE=45% 33eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"55.0540 1.50
67.0539 1.60
69.0696 3.80
71.0487 21.48
79.0538 5.59
84.0803 21.28
91.0537 2.50
103.0537 4.70
105.0694 601.70
112.0552 3.70
117.0694 3.40
120.0803 5.29
132.0804 5.69
134.0960 39.66
146.0960 43.26
150.0709 30.77
160.1117 8.09
164.0865 4.00
182.0970 6.69
186.1273 9.59
188.1428 999.00
248.1439 21.88
299.1911 5.79
369.2320 9.99",55.0540:1.50 67.0539:1.60 69.0696:3.80 71.0487:21.48 79.0538:5.59 84.0803:21.28 91.0537:2.50 103.0537:4.70 105.0694:601.70 112.0552:3.70 117.0694:3.40 120.0803:5.29 132.0804:5.69 134.0960:39.66 146.0960:43.26 150.0709:30.77 160.1117:8.09 164.0865:4.00 182.0970:6.69 186.1273:9.59 188.1428:999.00 248.1439:21.88 299.1911:5.79 369.2320:9.99,[M+H]+,NCE=50% 36eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"55.0541 4.90
56.0493 3.20
67.0539 4.00
69.0695 6.89
71.0487 13.69
77.0382 7.19
79.0538 22.28
84.0803 27.67
91.0537 6.49
96.0802 1.60
103.0538 19.08
105.0694 999.00
112.0552 7.29
117.0694 7.89
119.0850 2.40
120.0803 11.29
129.0695 1.60
130.0647 2.60
132.0804 8.69
134.0960 29.17
146.0960 35.06
150.0709 34.07
160.1116 6.19
164.0866 5.49
182.0970 3.00
186.1271 9.99
188.1429 418.48
248.1440 4.90",55.0541:4.90 56.0493:3.20 67.0539:4.00 69.0695:6.89 71.0487:13.69 77.0382:7.19 79.0538:22.28 84.0803:27.67 91.0537:6.49 96.0802:1.60 103.0538:19.08 105.0694:999.00 112.0552:7.29 117.0694:7.89 119.0850:2.40 120.0803:11.29 129.0695:1.60 130.0647:2.60 132.0804:8.69 134.0960:29.17 146.0960:35.06 150.0709:34.07 160.1116:6.19 164.0866:5.49 182.0970:3.00 186.1271:9.99 188.1429:418.48 248.1440:4.90,[M+H]+,NCE=60% 44eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"51.0227 2.10
55.0539 7.09
56.0493 3.20
67.0539 2.90
69.0695 4.80
71.0487 4.80
77.0382 23.48
79.0538 71.83
84.0803 14.19
91.0537 8.39
95.0486 5.49
103.0538 59.74
105.0443 17.08
105.0694 999.00
112.0552 7.09
115.0538 2.20
117.0568 2.30
117.0694 7.89
119.0850 1.80
120.0803 8.89
122.0396 2.70
129.0693 1.10
130.0648 4.70
132.0803 6.69
134.0960 9.29
135.0474 2.00
146.0960 14.89
150.0709 17.58
164.0866 4.20
186.1272 4.10
188.1429 59.84",51.0227:2.10 55.0539:7.09 56.0493:3.20 67.0539:2.90 69.0695:4.80 71.0487:4.80 77.0382:23.48 79.0538:71.83 84.0803:14.19 91.0537:8.39 95.0486:5.49 103.0538:59.74 105.0443:17.08 105.0694:999.00 112.0552:7.09 115.0538:2.20 117.0568:2.30 117.0694:7.89 119.0850:1.80 120.0803:8.89 122.0396:2.70 129.0693:1.10 130.0648:4.70 132.0803:6.69 134.0960:9.29 135.0474:2.00 146.0960:14.89 150.0709:17.58 164.0866:4.20 186.1272:4.10 188.1429:59.84,[M+H]+,NCE=75% 55eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"51.0227 7.29
53.0383 2.90
55.0539 8.49
56.0492 4.30
67.0539 2.60
69.0695 2.70
77.0381 80.02
79.0537 184.82
84.0803 7.39
91.0537 11.19
95.0487 19.18
103.0538 147.65
105.0443 56.44
105.0694 999.00
112.0552 7.69
115.0538 4.50
117.0568 4.70
117.0694 8.39
120.0803 5.09
122.0397 4.30
130.0647 7.59
132.0803 3.00
134.0960 3.10
135.0475 6.49
146.0961 6.39
150.0709 9.09
186.1275 1.70
188.1430 7.89",51.0227:7.29 53.0383:2.90 55.0539:8.49 56.0492:4.30 67.0539:2.60 69.0695:2.70 77.0381:80.02 79.0537:184.82 84.0803:7.39 91.0537:11.19 95.0487:19.18 103.0538:147.65 105.0443:56.44 105.0694:999.00 112.0552:7.69 115.0538:4.50 117.0568:4.70 117.0694:8.39 120.0803:5.09 122.0397:4.30 130.0647:7.59 132.0803:3.00 134.0960:3.10 135.0475:6.49 146.0961:6.39 150.0709:9.09 186.1275:1.70 188.1430:7.89,[M+H]+,NCE=90% 66eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"50.0149 3.00
51.0226 42.56
53.0383 11.59
55.0539 12.99
56.0491 3.40
65.0382 3.80
77.0381 333.87
79.0537 494.01
84.0803 2.60
91.0537 25.87
95.0486 81.02
102.0459 2.60
103.0537 405.59
104.0616 2.80
105.0442 230.87
105.0694 999.00
112.0552 5.00
115.0538 9.99
117.0568 9.69
117.0694 8.09
122.0396 3.00
123.0349 8.69
130.0647 13.59
135.0475 12.99
369.2222 2.50",50.0149:3.00 51.0226:42.56 53.0383:11.59 55.0539:12.99 56.0491:3.40 65.0382:3.80 77.0381:333.87 79.0537:494.01 84.0803:2.60 91.0537:25.87 95.0486:81.02 102.0459:2.60 103.0537:405.59 104.0616:2.80 105.0442:230.87 105.0694:999.00 112.0552:5.00 115.0538:9.99 117.0568:9.69 117.0694:8.09 122.0396:3.00 123.0349:8.69 130.0647:13.59 135.0475:12.99 369.2222:2.50,[M+H]+,NCE=110% 81eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"50.0149 22.08
51.0226 167.53
53.0383 30.27
55.0540 18.68
56.0492 4.60
65.0382 16.38
75.0225 9.79
77.0381 999.00
78.0459 6.99
79.0537 937.76
91.0537 45.85
95.0286 7.29
95.0486 231.07
102.0459 14.99
103.0537 715.28
104.0614 4.80
105.0442 657.44
105.0694 781.42
115.0538 19.48
117.0569 11.99
117.0694 3.60
123.0349 20.08
130.0648 16.88
135.0475 15.68",50.0149:22.08 51.0226:167.53 53.0383:30.27 55.0540:18.68 56.0492:4.60 65.0382:16.38 75.0225:9.79 77.0381:999.00 78.0459:6.99 79.0537:937.76 91.0537:45.85 95.0286:7.29 95.0486:231.07 102.0459:14.99 103.0537:715.28 104.0614:4.80 105.0442:657.44 105.0694:781.42 115.0538:19.48 117.0569:11.99 117.0694:3.60 123.0349:20.08 130.0648:16.88 135.0475:15.68,[M+H]+,NCE=130% 96eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"50.0148 49.05
51.0216 21.38
51.0226 286.31
53.0383 31.17
55.0540 2.50
56.0492 2.00
65.0019 3.50
65.0382 27.57
74.0147 3.70
75.0225 23.38
77.0131 10.49
77.0362 16.18
77.0381 999.00
78.0461 12.79
79.0518 4.60
79.0537 432.87
91.0537 34.27
95.0286 5.19
95.0486 215.38
102.0459 14.19
103.0537 300.60
103.0566 3.30
105.0442 656.54
105.0694 118.08
108.0363 2.20
115.0537 12.09
123.0349 12.39
130.0645 3.50
135.0473 2.80",50.0148:49.05 51.0216:21.38 51.0226:286.31 53.0383:31.17 55.0540:2.50 56.0492:2.00 65.0019:3.50 65.0382:27.57 74.0147:3.70 75.0225:23.38 77.0131:10.49 77.0362:16.18 77.0381:999.00 78.0461:12.79 79.0518:4.60 79.0537:432.87 91.0537:34.27 95.0286:5.19 95.0486:215.38 102.0459:14.19 103.0537:300.60 103.0566:3.30 105.0442:656.54 105.0694:118.08 108.0363:2.20 115.0537:12.09 123.0349:12.39 130.0645:3.50 135.0473:2.80,[M+H]+,NCE=160% 118eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"105.0694 3.60
134.0960 6.89
146.0960 14.39
150.0710 6.89
160.1115 2.00
186.1272 6.29
188.1428 999.00
204.1378 3.90
222.1282 5.29
248.1438 59.44
258.1842 1.40
299.1909 83.22
369.2215 2.10",105.0694:3.60 134.0960:6.89 146.0960:14.39 150.0710:6.89 160.1115:2.00 186.1272:6.29 188.1428:999.00 204.1378:3.90 222.1282:5.29 248.1438:59.44 258.1842:1.40 299.1909:83.22 369.2215:2.10,[M+H]+,NCE=35%,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"69.0695 1.20
84.0802 5.69
105.0693 134.67
120.0803 2.10
132.0802 2.00
134.0959 5.00
146.0959 7.29
186.1274 2.10
187.1306 6.29
188.1427 999.00",69.0695:1.20 84.0802:5.69 105.0693:134.67 120.0803:2.10 132.0802:2.00 134.0959:5.00 146.0959:7.29 186.1274:2.10 187.1306:6.29 188.1427:999.00,[M+H-C10H12FNO]+,NCE=40% 15eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"55.0540 1.20
69.0694 3.00
79.0538 1.10
84.0803 8.49
91.0537 2.10
103.0537 1.00
105.0694 198.10
117.0694 1.00
120.0803 4.40
132.0803 3.50
134.0960 6.09
146.0960 7.49
186.1274 4.10
187.1305 6.39
188.1428 999.00",55.0540:1.20 69.0694:3.00 79.0538:1.10 84.0803:8.49 91.0537:2.10 103.0537:1.00 105.0694:198.10 117.0694:1.00 120.0803:4.40 132.0803:3.50 134.0960:6.09 146.0960:7.49 186.1274:4.10 187.1305:6.39 188.1428:999.00,[M+H-C10H12FNO]+,NCE=45% 16eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"55.0539 2.00
69.0694 6.79
79.0537 2.60
84.0803 11.79
91.0537 4.20
103.0537 2.40
105.0693 283.72
117.0694 2.20
120.0803 9.19
129.0694 1.50
130.0646 1.10
132.0803 7.39
134.0960 7.19
146.0960 8.69
186.1274 7.89
187.1305 5.99
188.1428 999.00",55.0539:2.00 69.0694:6.79 79.0537:2.60 84.0803:11.79 91.0537:4.20 103.0537:2.40 105.0693:283.72 117.0694:2.20 120.0803:9.19 129.0694:1.50 130.0646:1.10 132.0803:7.39 134.0960:7.19 146.0960:8.69 186.1274:7.89 187.1305:5.99 188.1428:999.00,[M+H-C10H12FNO]+,NCE=50% 18eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"55.0539 4.10
56.0492 2.30
67.0539 1.60
69.0694 25.07
70.0648 1.00
77.0381 2.60
79.0538 12.09
82.0647 1.30
84.0803 26.57
91.0537 15.28
96.0802 2.30
97.0881 2.20
103.0538 11.89
105.0694 583.72
115.0537 2.70
117.0568 3.70
117.0694 6.29
118.0646 1.50
119.0724 2.30
120.0803 31.97
129.0694 5.39
130.0647 6.09
131.0724 2.30
132.0803 25.47
134.0960 12.99
143.0851 1.70
144.0803 1.20
145.0882 1.10
146.0960 11.79
160.1115 1.80
184.1116 2.70
185.1151 1.50
186.1274 23.98
187.1302 4.90
188.1428 999.00",55.0539:4.10 56.0492:2.30 67.0539:1.60 69.0694:25.07 70.0648:1.00 77.0381:2.60 79.0538:12.09 82.0647:1.30 84.0803:26.57 91.0537:15.28 96.0802:2.30 97.0881:2.20 103.0538:11.89 105.0694:583.72 115.0537:2.70 117.0568:3.70 117.0694:6.29 118.0646:1.50 119.0724:2.30 120.0803:31.97 129.0694:5.39 130.0647:6.09 131.0724:2.30 132.0803:25.47 134.0960:12.99 143.0851:1.70 144.0803:1.20 145.0882:1.10 146.0960:11.79 160.1115:1.80 184.1116:2.70 185.1151:1.50 186.1274:23.98 187.1302:4.90 188.1428:999.00,[M+H-C10H12FNO]+,NCE=60% 22eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"53.0384 1.10
55.0539 9.99
56.0491 6.09
67.0538 5.39
68.0491 1.60
69.0694 54.95
70.0647 2.10
77.0381 15.48
79.0537 65.43
82.0646 4.40
84.0803 34.57
91.0537 51.95
93.0694 4.30
95.0486 3.60
96.0803 5.69
97.0881 3.80
103.0538 63.24
104.0490 1.60
104.0615 2.80
105.0694 999.00
110.0959 2.00
115.0538 12.19
117.0568 22.88
117.0694 14.29
118.0647 7.09
119.0725 8.39
119.0850 1.50
120.0803 76.82
128.0616 3.20
129.0694 12.89
130.0647 26.37
131.0724 6.59
131.0850 1.20
132.0803 54.75
134.0959 13.69
141.0694 2.30
143.0727 1.10
143.0851 2.40
144.0803 6.59
145.0882 4.80
146.0960 12.59
158.0959 3.40
160.1116 2.90
184.1116 10.99
185.1152 1.30
186.1272 43.26
187.1306 2.40
188.1428 524.08",53.0384:1.10 55.0539:9.99 56.0491:6.09 67.0538:5.39 68.0491:1.60 69.0694:54.95 70.0647:2.10 77.0381:15.48 79.0537:65.43 82.0646:4.40 84.0803:34.57 91.0537:51.95 93.0694:4.30 95.0486:3.60 96.0803:5.69 97.0881:3.80 103.0538:63.24 104.0490:1.60 104.0615:2.80 105.0694:999.00 110.0959:2.00 115.0538:12.19 117.0568:22.88 117.0694:14.29 118.0647:7.09 119.0725:8.39 119.0850:1.50 120.0803:76.82 128.0616:3.20 129.0694:12.89 130.0647:26.37 131.0724:6.59 131.0850:1.20 132.0803:54.75 134.0959:13.69 141.0694:2.30 143.0727:1.10 143.0851:2.40 144.0803:6.59 145.0882:4.80 146.0960:12.59 158.0959:3.40 160.1116:2.90 184.1116:10.99 185.1152:1.30 186.1272:43.26 187.1306:2.40 188.1428:524.08,[M+H-C10H12FNO]+,NCE=75% 28eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"51.0227 2.10
53.0384 3.20
55.0539 12.19
56.0491 7.59
65.0382 2.00
67.0538 8.49
68.0491 4.70
69.0694 52.25
70.0647 2.20
77.0381 58.94
79.0537 166.73
82.0646 6.49
84.0803 21.88
91.0537 114.29
93.0694 9.39
95.0486 14.69
96.0803 7.89
97.0881 3.00
102.0459 1.90
103.0537 182.32
104.0489 3.00
104.0616 9.99
105.0443 41.16
105.0693 999.00
110.0959 2.50
115.0537 29.17
117.0568 63.64
117.0694 19.88
118.0646 12.79
119.0724 13.59
120.0803 82.12
128.0616 6.79
129.0694 12.79
130.0647 58.94
131.0724 9.79
131.0850 1.20
132.0803 53.15
134.0959 7.89
141.0694 3.30
143.0725 3.50
143.0851 2.50
144.0803 14.99
145.0882 7.29
146.0959 6.19
158.0960 6.79
160.1115 1.30
170.0961 1.30
171.1039 1.90
184.1115 16.58
186.1272 34.17
188.1428 149.05",51.0227:2.10 53.0384:3.20 55.0539:12.19 56.0491:7.59 65.0382:2.00 67.0538:8.49 68.0491:4.70 69.0694:52.25 70.0647:2.20 77.0381:58.94 79.0537:166.73 82.0646:6.49 84.0803:21.88 91.0537:114.29 93.0694:9.39 95.0486:14.69 96.0803:7.89 97.0881:3.00 102.0459:1.90 103.0537:182.32 104.0489:3.00 104.0616:9.99 105.0443:41.16 105.0693:999.00 110.0959:2.50 115.0537:29.17 117.0568:63.64 117.0694:19.88 118.0646:12.79 119.0724:13.59 120.0803:82.12 128.0616:6.79 129.0694:12.79 130.0647:58.94 131.0724:9.79 131.0850:1.20 132.0803:53.15 134.0959:7.89 141.0694:3.30 143.0725:3.50 143.0851:2.50 144.0803:14.99 145.0882:7.29 146.0959:6.19 158.0960:6.79 160.1115:1.30 170.0961:1.30 171.1039:1.90 184.1115:16.58 186.1272:34.17 188.1428:149.05,[M+H-C10H12FNO]+,NCE=90% 33eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"51.0226 15.48
53.0382 13.89
54.0336 2.80
55.0539 17.28
56.0491 11.29
65.0382 21.78
67.0413 1.30
67.0538 14.39
68.0490 14.29
69.0569 2.20
69.0694 34.57
70.0647 3.40
77.0381 301.10
78.0459 8.79
79.0537 485.91
80.0489 2.10
82.0646 11.29
84.0803 16.28
90.0459 7.59
91.0537 375.62
93.0693 16.48
95.0486 70.53
96.0803 22.88
102.0460 14.39
103.0537 554.74
104.0490 6.89
104.0570 1.50
104.0616 39.06
105.0442 204.80
105.0694 999.00
110.0959 5.59
115.0538 80.52
116.0616 3.70
117.0568 189.51
117.0694 32.87
118.0646 31.77
119.0724 19.08
120.0803 67.53
127.0537 2.60
128.0616 20.48
129.0694 13.39
130.0647 154.94
131.0724 17.78
132.0803 40.56
134.0960 3.40
141.0695 5.00
143.0725 12.09
144.0803 32.27
145.0882 5.39
146.0961 3.10
155.0601 2.10
156.0805 4.90
158.0960 8.69
170.0961 4.20
184.1115 19.58
186.1272 20.08
188.1428 28.67",51.0226:15.48 53.0382:13.89 54.0336:2.80 55.0539:17.28 56.0491:11.29 65.0382:21.78 67.0413:1.30 67.0538:14.39 68.0490:14.29 69.0569:2.20 69.0694:34.57 70.0647:3.40 77.0381:301.10 78.0459:8.79 79.0537:485.91 80.0489:2.10 82.0646:11.29 84.0803:16.28 90.0459:7.59 91.0537:375.62 93.0693:16.48 95.0486:70.53 96.0803:22.88 102.0460:14.39 103.0537:554.74 104.0490:6.89 104.0570:1.50 104.0616:39.06 105.0442:204.80 105.0694:999.00 110.0959:5.59 115.0538:80.52 116.0616:3.70 117.0568:189.51 117.0694:32.87 118.0646:31.77 119.0724:19.08 120.0803:67.53 127.0537:2.60 128.0616:20.48 129.0694:13.39 130.0647:154.94 131.0724:17.78 132.0803:40.56 134.0960:3.40 141.0695:5.00 143.0725:12.09 144.0803:32.27 145.0882:5.39 146.0961:3.10 155.0601:2.10 156.0805:4.90 158.0960:8.69 170.0961:4.20 184.1115:19.58 186.1272:20.08 188.1428:28.67,[M+H-C10H12FNO]+,NCE=110% 41eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"50.0149 2.90
51.0226 93.21
53.0382 34.97
54.0335 8.69
55.0538 22.18
56.0491 16.68
63.0225 4.10
65.0381 119.98
67.0413 3.30
67.0538 21.78
68.0490 26.77
69.0569 3.40
69.0694 19.98
70.0646 3.40
77.0381 958.44
78.0459 46.85
79.0537 859.14
80.0490 5.59
82.0646 16.88
84.0802 11.49
89.0380 18.98
90.0459 51.65
91.0537 912.19
92.0615 3.40
93.0568 2.80
93.0693 15.88
94.0645 4.20
95.0486 217.18
96.0802 49.45
98.0960 2.00
102.0459 54.45
103.0537 999.00
104.0489 12.39
104.0569 2.30
104.0615 75.82
105.0442 622.08
105.0693 716.28
106.0412 2.60
110.0959 9.79
115.0537 159.34
116.0489 2.10
116.0572 2.10
116.0615 6.99
117.0567 323.78
117.0693 47.85
118.0646 55.04
119.0724 15.58
120.0802 31.07
127.0537 6.99
128.0490 2.60
128.0615 41.06
129.0694 11.89
130.0646 267.93
131.0724 24.68
132.0802 21.18
141.0695 5.59
142.0648 2.00
143.0725 20.18
144.0802 46.65
155.0600 7.19
156.0804 9.89
158.0962 4.20
170.0960 6.49
184.1118 13.19
186.1275 6.59",50.0149:2.90 51.0226:93.21 53.0382:34.97 54.0335:8.69 55.0538:22.18 56.0491:16.68 63.0225:4.10 65.0381:119.98 67.0413:3.30 67.0538:21.78 68.0490:26.77 69.0569:3.40 69.0694:19.98 70.0646:3.40 77.0381:958.44 78.0459:46.85 79.0537:859.14 80.0490:5.59 82.0646:16.88 84.0802:11.49 89.0380:18.98 90.0459:51.65 91.0537:912.19 92.0615:3.40 93.0568:2.80 93.0693:15.88 94.0645:4.20 95.0486:217.18 96.0802:49.45 98.0960:2.00 102.0459:54.45 103.0537:999.00 104.0489:12.39 104.0569:2.30 104.0615:75.82 105.0442:622.08 105.0693:716.28 106.0412:2.60 110.0959:9.79 115.0537:159.34 116.0489:2.10 116.0572:2.10 116.0615:6.99 117.0567:323.78 117.0693:47.85 118.0646:55.04 119.0724:15.58 120.0802:31.07 127.0537:6.99 128.0490:2.60 128.0615:41.06 129.0694:11.89 130.0646:267.93 131.0724:24.68 132.0802:21.18 141.0695:5.59 142.0648:2.00 143.0725:20.18 144.0802:46.65 155.0600:7.19 156.0804:9.89 158.0962:4.20 170.0960:6.49 184.1118:13.19 186.1275:6.59,[M+H-C10H12FNO]+,NCE=130% 48eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"50.0149 12.09
51.0216 14.39
51.0226 220.28
53.0382 31.17
54.0336 6.89
55.0540 8.79
56.0493 8.89
63.0225 16.58
65.0019 2.60
65.0367 5.29
65.0382 238.96
67.0413 5.00
67.0539 11.29
68.0490 18.08
69.0695 2.30
76.0303 4.10
77.0362 13.89
77.0381 999.00
78.0415 2.60
78.0459 77.62
79.0518 4.00
79.0537 352.85
80.0490 6.39
82.0646 9.19
89.0380 68.73
90.0459 94.71
91.0537 663.84
93.0568 2.90
94.0647 3.80
95.0486 211.99
96.0802 26.97
102.0459 49.95
103.0537 451.35
104.0489 8.89
104.0615 34.17
105.0442 620.88
105.0694 91.81
106.0412 2.60
110.0959 4.40
115.0537 96.00
116.0490 4.70
116.0570 2.20
116.0614 4.70
117.0568 141.96
117.0693 19.28
118.0647 23.98
127.0537 5.19
128.0489 4.20
128.0616 25.57
130.0646 133.57
131.0723 5.79
143.0725 9.59
144.0802 11.69
155.0599 4.40",50.0149:12.09 51.0216:14.39 51.0226:220.28 53.0382:31.17 54.0336:6.89 55.0540:8.79 56.0493:8.89 63.0225:16.58 65.0019:2.60 65.0367:5.29 65.0382:238.96 67.0413:5.00 67.0539:11.29 68.0490:18.08 69.0695:2.30 76.0303:4.10 77.0362:13.89 77.0381:999.00 78.0415:2.60 78.0459:77.62 79.0518:4.00 79.0537:352.85 80.0490:6.39 82.0646:9.19 89.0380:68.73 90.0459:94.71 91.0537:663.84 93.0568:2.90 94.0647:3.80 95.0486:211.99 96.0802:26.97 102.0459:49.95 103.0537:451.35 104.0489:8.89 104.0615:34.17 105.0442:620.88 105.0694:91.81 106.0412:2.60 110.0959:4.40 115.0537:96.00 116.0490:4.70 116.0570:2.20 116.0614:4.70 117.0568:141.96 117.0693:19.28 118.0647:23.98 127.0537:5.19 128.0489:4.20 128.0616:25.57 130.0646:133.57 131.0723:5.79 143.0725:9.59 144.0802:11.69 155.0599:4.40,[M+H-C10H12FNO]+,NCE=160% 60eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"69.0696 11.89
79.0539 2.20
84.0803 116.68
91.0537 22.18
96.0803 11.69
97.0882 3.30
103.0538 3.30
105.0694 999.00
117.0694 16.88
120.0803 77.82
129.0695 22.08
132.0804 56.64
134.0960 102.50
143.0851 10.99
146.0960 162.34
160.1116 11.69
184.1116 15.48
185.1147 7.49
186.1272 49.55
188.1427 55.04",69.0696:11.89 79.0539:2.20 84.0803:116.68 91.0537:22.18 96.0803:11.69 97.0882:3.30 103.0538:3.30 105.0694:999.00 117.0694:16.88 120.0803:77.82 129.0695:22.08 132.0804:56.64 134.0960:102.50 143.0851:10.99 146.0960:162.34 160.1116:11.69 184.1116:15.48 185.1147:7.49 186.1272:49.55 188.1427:55.04,[M+H-C10H12FNO]+,NCE=35%,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,391.2156,"105.0694 33.77
188.1429 180.02
189.1458 13.39
369.2260 10.39
391.2144 999.00",105.0694:33.77 188.1429:180.02 189.1458:13.39 369.2260:10.39 391.2144:999.00,[M+Na]+,NCE=40% 31eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,391.2156,"105.0694 324.48
188.1429 774.42
189.1459 50.25
369.2279 74.33
391.2145 999.00",105.0694:324.48 188.1429:774.42 189.1459:50.25 369.2279:74.33 391.2145:999.00,[M+Na]+,NCE=45% 35eV,NIST,0,0,0,0
p-Fluorobutyrylfentanyl,QZFMCYUBPSLOBP-UHFFFAOYSA-N,,C23H29FN2O,391.2156,"105.0694 999.00
188.1429 292.51",105.0694:999.00 188.1429:292.51,[M+Na]+,NCE=60% 46eV,NIST,0,0,0,0
m-Fluorofentanyl,SLTQVWMQISKVDN-UHFFFAOYSA-N,,C22H27FN2O,355.218,"105.0704 1.10
188.1444 144.06
234.1298 2.60
299.1933 7.59
355.2198 999.00",105.0704:1.10 188.1444:144.06 234.1298:2.60 299.1933:7.59 355.2198:999.00,[M+H]+,NCE=25% 17eV,NIST,0,0,0,0
